"Rec..","Date","Time","Temperature.degC.","Pressure.psi.","day","month","year","DOY"
1473,2022-11-28,"16:11",2.63,0.011,28,11,2022,332
1474,2022-11-28,"16:16",2.63,0.011,28,11,2022,332
1475,2022-11-28,"16:21",2.63,0.011,28,11,2022,332
1476,2022-11-28,"16:26",2.63,0.011,28,11,2022,332
1477,2022-11-28,"16:31",2.63,0.011,28,11,2022,332
1478,2022-11-28,"16:36",2.63,0.011,28,11,2022,332
1479,2022-11-28,"16:41",2.56,0.011,28,11,2022,332
1480,2022-11-28,"16:46",2.56,0.011,28,11,2022,332
1481,2022-11-28,"16:51",2.56,0.011,28,11,2022,332
1482,2022-11-28,"16:56",2.56,0.011,28,11,2022,332
1483,2022-11-28,"17:01",2.56,0.011,28,11,2022,332
1484,2022-11-28,"17:06",2.5,0.011,28,11,2022,332
1485,2022-11-28,"17:11",2.5,0.011,28,11,2022,332
1486,2022-11-28,"17:16",2.5,0.011,28,11,2022,332
1487,2022-11-28,"17:21",2.5,0.011,28,11,2022,332
1488,2022-11-28,"17:26",2.5,0.011,28,11,2022,332
1489,2022-11-28,"17:31",2.5,0.011,28,11,2022,332
1490,2022-11-28,"17:36",2.5,0.011,28,11,2022,332
1491,2022-11-28,"17:41",2.5,0.011,28,11,2022,332
1492,2022-11-28,"17:46",2.44,0.011,28,11,2022,332
1493,2022-11-28,"17:51",2.44,0.011,28,11,2022,332
1494,2022-11-28,"17:56",2.44,0.011,28,11,2022,332
1495,2022-11-28,"18:01",2.44,0.011,28,11,2022,332
1496,2022-11-28,"18:06",2.44,0.011,28,11,2022,332
1497,2022-11-28,"18:11",2.44,0.011,28,11,2022,332
1498,2022-11-28,"18:16",2.38,0.011,28,11,2022,332
1499,2022-11-28,"18:21",2.38,0.011,28,11,2022,332
1500,2022-11-28,"18:26",2.38,0.011,28,11,2022,332
1501,2022-11-28,"18:31",2.38,0.011,28,11,2022,332
1502,2022-11-28,"18:36",2.38,0.011,28,11,2022,332
1503,2022-11-28,"18:41",2.38,0.011,28,11,2022,332
1504,2022-11-28,"18:46",2.38,0.011,28,11,2022,332
1505,2022-11-28,"18:51",2.38,0.011,28,11,2022,332
1506,2022-11-28,"18:56",2.38,0.011,28,11,2022,332
1507,2022-11-28,"19:01",2.38,0.011,28,11,2022,332
1508,2022-11-28,"19:06",2.31,0.011,28,11,2022,332
1509,2022-11-28,"19:11",2.31,0.011,28,11,2022,332
1510,2022-11-28,"19:16",2.31,0.011,28,11,2022,332
1511,2022-11-28,"19:21",2.31,0.011,28,11,2022,332
1512,2022-11-28,"19:26",2.31,0.011,28,11,2022,332
1513,2022-11-28,"19:31",2.31,0.011,28,11,2022,332
1514,2022-11-28,"19:36",2.25,0.011,28,11,2022,332
1515,2022-11-28,"19:41",2.25,0.011,28,11,2022,332
1516,2022-11-28,"19:46",2.19,0.011,28,11,2022,332
1517,2022-11-28,"19:51",2.19,0.011,28,11,2022,332
1518,2022-11-28,"19:56",2.19,0.011,28,11,2022,332
1519,2022-11-28,"20:01",2.19,0.011,28,11,2022,332
1520,2022-11-28,"20:06",2.19,0.011,28,11,2022,332
1521,2022-11-28,"20:11",2.13,0.011,28,11,2022,332
1522,2022-11-28,"20:16",2.19,0.011,28,11,2022,332
1523,2022-11-28,"20:21",2.19,0.011,28,11,2022,332
1524,2022-11-28,"20:26",2.13,0.011,28,11,2022,332
1525,2022-11-28,"20:31",2.13,0.011,28,11,2022,332
1526,2022-11-28,"20:36",2.13,0.011,28,11,2022,332
1527,2022-11-28,"20:41",2.13,0.011,28,11,2022,332
1528,2022-11-28,"20:46",2.13,0.011,28,11,2022,332
1529,2022-11-28,"20:51",2.06,0.011,28,11,2022,332
1530,2022-11-28,"20:56",2.06,0.011,28,11,2022,332
1531,2022-11-28,"21:01",2,0.011,28,11,2022,332
1532,2022-11-28,"21:06",2.06,0.011,28,11,2022,332
1533,2022-11-28,"21:11",2.06,0.011,28,11,2022,332
1534,2022-11-28,"21:16",2.06,0.011,28,11,2022,332
1535,2022-11-28,"21:21",2.06,0.011,28,11,2022,332
1536,2022-11-28,"21:26",2,0.011,28,11,2022,332
1537,2022-11-28,"21:31",2,0.011,28,11,2022,332
1538,2022-11-28,"21:36",2,0.011,28,11,2022,332
1539,2022-11-28,"21:41",2,0.011,28,11,2022,332
1540,2022-11-28,"21:46",2,0.011,28,11,2022,332
1541,2022-11-28,"21:51",2.06,0.011,28,11,2022,332
1542,2022-11-28,"21:56",2,0.011,28,11,2022,332
1543,2022-11-28,"22:01",2,0.011,28,11,2022,332
1544,2022-11-28,"22:06",2,0.011,28,11,2022,332
1545,2022-11-28,"22:11",2,0.011,28,11,2022,332
1546,2022-11-28,"22:16",2,0.011,28,11,2022,332
1547,2022-11-28,"22:21",2,0.011,28,11,2022,332
1548,2022-11-28,"22:26",1.94,0.011,28,11,2022,332
1549,2022-11-28,"22:31",1.94,0.011,28,11,2022,332
1550,2022-11-28,"22:36",1.88,0.011,28,11,2022,332
1551,2022-11-28,"22:41",1.88,0.011,28,11,2022,332
1552,2022-11-28,"22:46",1.88,0.011,28,11,2022,332
1553,2022-11-28,"22:51",1.81,0.011,28,11,2022,332
1554,2022-11-28,"22:56",1.81,0.011,28,11,2022,332
1555,2022-11-28,"23:01",1.81,0.011,28,11,2022,332
1556,2022-11-28,"23:06",1.81,0.011,28,11,2022,332
1557,2022-11-28,"23:11",1.81,0.011,28,11,2022,332
1558,2022-11-28,"23:16",1.81,0.011,28,11,2022,332
1559,2022-11-28,"23:21",1.81,0.011,28,11,2022,332
1560,2022-11-28,"23:26",1.75,0.011,28,11,2022,332
1561,2022-11-28,"23:31",1.75,0.011,28,11,2022,332
1562,2022-11-28,"23:36",1.75,0.011,28,11,2022,332
1563,2022-11-28,"23:41",1.75,0.011,28,11,2022,332
1564,2022-11-28,"23:46",1.75,0.011,28,11,2022,332
1565,2022-11-28,"23:51",1.75,0.011,28,11,2022,332
1566,2022-11-28,"23:56",1.69,0.011,28,11,2022,332
1567,2022-11-29,"0:01",1.69,0.011,29,11,2022,333
1568,2022-11-29,"0:06",1.69,0.011,29,11,2022,333
1569,2022-11-29,"0:11",1.69,0.011,29,11,2022,333
1570,2022-11-29,"0:16",1.69,0.011,29,11,2022,333
1571,2022-11-29,"0:21",1.69,0.011,29,11,2022,333
1572,2022-11-29,"0:26",1.69,0.011,29,11,2022,333
1573,2022-11-29,"0:31",1.69,0.011,29,11,2022,333
1574,2022-11-29,"0:36",1.69,0.011,29,11,2022,333
1575,2022-11-29,"0:41",1.69,0.011,29,11,2022,333
1576,2022-11-29,"0:46",1.63,0.011,29,11,2022,333
1577,2022-11-29,"0:51",1.63,0.011,29,11,2022,333
1578,2022-11-29,"0:56",1.63,0.011,29,11,2022,333
1579,2022-11-29,"1:01",1.63,0.011,29,11,2022,333
1580,2022-11-29,"1:06",1.63,0.011,29,11,2022,333
1581,2022-11-29,"1:11",1.56,0.011,29,11,2022,333
1582,2022-11-29,"1:16",1.56,0.011,29,11,2022,333
1583,2022-11-29,"1:21",1.56,0.01,29,11,2022,333
1584,2022-11-29,"1:26",1.56,0.011,29,11,2022,333
1585,2022-11-29,"1:31",1.56,0.011,29,11,2022,333
1586,2022-11-29,"1:36",1.56,0.011,29,11,2022,333
1587,2022-11-29,"1:41",1.5,0.011,29,11,2022,333
1588,2022-11-29,"1:46",1.5,0.011,29,11,2022,333
1589,2022-11-29,"1:51",1.5,0.011,29,11,2022,333
1590,2022-11-29,"1:56",1.5,0.011,29,11,2022,333
1591,2022-11-29,"2:01",1.5,0.011,29,11,2022,333
1592,2022-11-29,"2:06",1.5,0.011,29,11,2022,333
1593,2022-11-29,"2:11",1.44,0.011,29,11,2022,333
1594,2022-11-29,"2:16",1.44,0.011,29,11,2022,333
1595,2022-11-29,"2:21",1.44,0.011,29,11,2022,333
1596,2022-11-29,"2:26",1.44,0.011,29,11,2022,333
1597,2022-11-29,"2:31",1.44,0.011,29,11,2022,333
1598,2022-11-29,"2:36",1.44,0.011,29,11,2022,333
1599,2022-11-29,"2:41",1.44,0.011,29,11,2022,333
1600,2022-11-29,"2:46",1.38,0.011,29,11,2022,333
1601,2022-11-29,"2:51",1.38,0.011,29,11,2022,333
1602,2022-11-29,"2:56",1.38,0.011,29,11,2022,333
1603,2022-11-29,"3:01",1.38,0.011,29,11,2022,333
1604,2022-11-29,"3:06",1.38,0.011,29,11,2022,333
1605,2022-11-29,"3:11",1.38,0.011,29,11,2022,333
1606,2022-11-29,"3:16",1.38,0.011,29,11,2022,333
1607,2022-11-29,"3:21",1.31,0.011,29,11,2022,333
1608,2022-11-29,"3:26",1.31,0.011,29,11,2022,333
1609,2022-11-29,"3:31",1.31,0.011,29,11,2022,333
1610,2022-11-29,"3:36",1.31,0.011,29,11,2022,333
1611,2022-11-29,"3:41",1.31,0.011,29,11,2022,333
1612,2022-11-29,"3:46",1.31,0.011,29,11,2022,333
1613,2022-11-29,"3:51",1.31,0.011,29,11,2022,333
1614,2022-11-29,"3:56",1.31,0.011,29,11,2022,333
1615,2022-11-29,"4:01",1.25,0.011,29,11,2022,333
1616,2022-11-29,"4:06",1.25,0.011,29,11,2022,333
1617,2022-11-29,"4:11",1.25,0.011,29,11,2022,333
1618,2022-11-29,"4:16",1.25,0.011,29,11,2022,333
1619,2022-11-29,"4:21",1.25,0.011,29,11,2022,333
1620,2022-11-29,"4:26",1.25,0.011,29,11,2022,333
1621,2022-11-29,"4:31",1.31,0.011,29,11,2022,333
1622,2022-11-29,"4:36",1.31,0.011,29,11,2022,333
1623,2022-11-29,"4:41",1.31,0.011,29,11,2022,333
1624,2022-11-29,"4:46",1.31,0.011,29,11,2022,333
1625,2022-11-29,"4:51",1.31,0.011,29,11,2022,333
1626,2022-11-29,"4:56",1.31,0.011,29,11,2022,333
1627,2022-11-29,"5:01",1.31,0.011,29,11,2022,333
1628,2022-11-29,"5:06",1.31,0.011,29,11,2022,333
1629,2022-11-29,"5:11",1.31,0.011,29,11,2022,333
1630,2022-11-29,"5:16",1.31,0.011,29,11,2022,333
1631,2022-11-29,"5:21",1.25,0.011,29,11,2022,333
1632,2022-11-29,"5:26",1.31,0.01,29,11,2022,333
1633,2022-11-29,"5:31",1.25,0.011,29,11,2022,333
1634,2022-11-29,"5:36",1.31,0.011,29,11,2022,333
1635,2022-11-29,"5:41",1.31,0.011,29,11,2022,333
1636,2022-11-29,"5:46",1.25,0.011,29,11,2022,333
1637,2022-11-29,"5:51",1.25,0.011,29,11,2022,333
1638,2022-11-29,"5:56",1.25,0.011,29,11,2022,333
1639,2022-11-29,"6:01",1.25,0.011,29,11,2022,333
1640,2022-11-29,"6:06",1.25,0.011,29,11,2022,333
1641,2022-11-29,"6:11",1.19,0.011,29,11,2022,333
1642,2022-11-29,"6:16",1.25,0.011,29,11,2022,333
1643,2022-11-29,"6:21",1.25,0.011,29,11,2022,333
1644,2022-11-29,"6:26",1.19,0.011,29,11,2022,333
1645,2022-11-29,"6:31",1.19,0.011,29,11,2022,333
1646,2022-11-29,"6:36",1.19,0.011,29,11,2022,333
1647,2022-11-29,"6:41",1.13,0.011,29,11,2022,333
1648,2022-11-29,"6:46",1.13,0.011,29,11,2022,333
1649,2022-11-29,"6:51",1.19,0.011,29,11,2022,333
1650,2022-11-29,"6:56",1.19,0.011,29,11,2022,333
1651,2022-11-29,"7:01",1.19,0.011,29,11,2022,333
1652,2022-11-29,"7:06",1.19,0.011,29,11,2022,333
1653,2022-11-29,"7:11",1.13,0.011,29,11,2022,333
1654,2022-11-29,"7:16",1.19,0.011,29,11,2022,333
1655,2022-11-29,"7:21",1.19,0.011,29,11,2022,333
1656,2022-11-29,"7:26",1.19,0.011,29,11,2022,333
1657,2022-11-29,"7:31",1.19,0.011,29,11,2022,333
1658,2022-11-29,"7:36",1.19,0.011,29,11,2022,333
1659,2022-11-29,"7:41",1.13,0.011,29,11,2022,333
1660,2022-11-29,"7:46",1.13,0.011,29,11,2022,333
1661,2022-11-29,"7:51",1.06,0.011,29,11,2022,333
1662,2022-11-29,"7:56",1.06,0.011,29,11,2022,333
1663,2022-11-29,"8:01",1.06,0.011,29,11,2022,333
1664,2022-11-29,"8:06",1.06,0.011,29,11,2022,333
1665,2022-11-29,"8:11",1.06,0.011,29,11,2022,333
1666,2022-11-29,"8:16",1.06,0.011,29,11,2022,333
1667,2022-11-29,"8:21",1.06,0.011,29,11,2022,333
1668,2022-11-29,"8:26",1.06,0.011,29,11,2022,333
1669,2022-11-29,"8:31",1.06,0.011,29,11,2022,333
1670,2022-11-29,"8:36",1.13,0.011,29,11,2022,333
1671,2022-11-29,"8:41",1.13,0.011,29,11,2022,333
1672,2022-11-29,"8:46",1.06,0.011,29,11,2022,333
1673,2022-11-29,"8:51",1.06,0.011,29,11,2022,333
1674,2022-11-29,"8:56",1.06,0.011,29,11,2022,333
1675,2022-11-29,"9:01",1.06,0.011,29,11,2022,333
1676,2022-11-29,"9:06",1.06,0.011,29,11,2022,333
1677,2022-11-29,"9:11",1,0.011,29,11,2022,333
1678,2022-11-29,"9:16",1.06,0.011,29,11,2022,333
1679,2022-11-29,"9:21",1.06,0.011,29,11,2022,333
1680,2022-11-29,"9:26",1,0.011,29,11,2022,333
1681,2022-11-29,"9:31",1.06,0.011,29,11,2022,333
1682,2022-11-29,"9:36",1.13,0.011,29,11,2022,333
1683,2022-11-29,"9:41",1.13,0.011,29,11,2022,333
1684,2022-11-29,"9:46",1.13,0.011,29,11,2022,333
1685,2022-11-29,"9:51",1.13,0.011,29,11,2022,333
1686,2022-11-29,"9:56",1.13,0.011,29,11,2022,333
1687,2022-11-29,"10:01",1.06,0.011,29,11,2022,333
1688,2022-11-29,"10:06",1.06,0.011,29,11,2022,333
1689,2022-11-29,"10:11",1.06,0.011,29,11,2022,333
1690,2022-11-29,"10:16",1.06,0.011,29,11,2022,333
1691,2022-11-29,"10:21",1.06,0.011,29,11,2022,333
1692,2022-11-29,"10:26",1.13,0.011,29,11,2022,333
1693,2022-11-29,"10:31",1.13,0.011,29,11,2022,333
1694,2022-11-29,"10:36",1.13,0.011,29,11,2022,333
1695,2022-11-29,"10:41",1.13,0.011,29,11,2022,333
1696,2022-11-29,"10:46",1.13,0.011,29,11,2022,333
1697,2022-11-29,"10:51",1.19,0.011,29,11,2022,333
1698,2022-11-29,"10:56",1.13,0.011,29,11,2022,333
1699,2022-11-29,"11:01",1.13,0.011,29,11,2022,333
1700,2022-11-29,"11:06",1.13,0.011,29,11,2022,333
1701,2022-11-29,"11:11",1.06,0.011,29,11,2022,333
1702,2022-11-29,"11:16",1.13,0.011,29,11,2022,333
1703,2022-11-29,"11:21",1.06,0.011,29,11,2022,333
1704,2022-11-29,"11:26",1.06,0.011,29,11,2022,333
1705,2022-11-29,"11:31",1.06,0.011,29,11,2022,333
1706,2022-11-29,"11:36",1.13,0.011,29,11,2022,333
1707,2022-11-29,"11:41",1.13,0.011,29,11,2022,333
1708,2022-11-29,"11:46",1.13,0.011,29,11,2022,333
1709,2022-11-29,"11:51",1.13,0.011,29,11,2022,333
1710,2022-11-29,"11:56",1.13,0.011,29,11,2022,333
1711,2022-11-29,"12:01",1.06,0.011,29,11,2022,333
1712,2022-11-29,"12:06",1.06,0.011,29,11,2022,333
1713,2022-11-29,"12:11",1.06,0.011,29,11,2022,333
1714,2022-11-29,"12:16",1.06,0.011,29,11,2022,333
1715,2022-11-29,"12:21",1.06,0.011,29,11,2022,333
1716,2022-11-29,"12:26",1.06,0.011,29,11,2022,333
1717,2022-11-29,"12:31",1,0.011,29,11,2022,333
1718,2022-11-29,"12:36",1,0.01,29,11,2022,333
1719,2022-11-29,"12:41",1.06,0.011,29,11,2022,333
1720,2022-11-29,"12:46",1,0.011,29,11,2022,333
1721,2022-11-29,"12:51",1,0.011,29,11,2022,333
1722,2022-11-29,"12:56",1.06,0.011,29,11,2022,333
1723,2022-11-29,"13:01",1,0.011,29,11,2022,333
1724,2022-11-29,"13:06",1.06,0.011,29,11,2022,333
1725,2022-11-29,"13:11",1,0.011,29,11,2022,333
1726,2022-11-29,"13:16",1.06,0.011,29,11,2022,333
1727,2022-11-29,"13:21",1,0.011,29,11,2022,333
1728,2022-11-29,"13:26",1.06,0.011,29,11,2022,333
1729,2022-11-29,"13:31",1,0.011,29,11,2022,333
1730,2022-11-29,"13:36",1,0.011,29,11,2022,333
1731,2022-11-29,"13:41",1.06,0.011,29,11,2022,333
1732,2022-11-29,"13:46",1.06,0.011,29,11,2022,333
1733,2022-11-29,"13:51",1.06,0.011,29,11,2022,333
1734,2022-11-29,"13:56",1,0.011,29,11,2022,333
1735,2022-11-29,"14:01",1.06,0.01,29,11,2022,333
1736,2022-11-29,"14:06",1.06,0.011,29,11,2022,333
1737,2022-11-29,"14:11",1,0.011,29,11,2022,333
1738,2022-11-29,"14:16",1,0.011,29,11,2022,333
1739,2022-11-29,"14:21",1,0.011,29,11,2022,333
1740,2022-11-29,"14:26",1.06,0.011,29,11,2022,333
1741,2022-11-29,"14:31",1.06,0.011,29,11,2022,333
1742,2022-11-29,"14:36",1.06,0.011,29,11,2022,333
1743,2022-11-29,"14:41",1.06,0.011,29,11,2022,333
1744,2022-11-29,"14:46",1.06,0.011,29,11,2022,333
1745,2022-11-29,"14:51",1.06,0.011,29,11,2022,333
1746,2022-11-29,"14:56",1.06,0.011,29,11,2022,333
1747,2022-11-29,"15:01",1.06,0.011,29,11,2022,333
1748,2022-11-29,"15:06",1.06,0.011,29,11,2022,333
1749,2022-11-29,"15:11",1.06,0.011,29,11,2022,333
1750,2022-11-29,"15:16",1.06,0.011,29,11,2022,333
1751,2022-11-29,"15:21",1.06,0.01,29,11,2022,333
1752,2022-11-29,"15:26",1.06,0.01,29,11,2022,333
1753,2022-11-29,"15:31",1.13,0.011,29,11,2022,333
1754,2022-11-29,"15:36",1.06,0.011,29,11,2022,333
1755,2022-11-29,"15:41",1.06,0.011,29,11,2022,333
1756,2022-11-29,"15:46",1.06,0.011,29,11,2022,333
1757,2022-11-29,"15:51",1.13,0.011,29,11,2022,333
1758,2022-11-29,"15:56",1.13,0.01,29,11,2022,333
1759,2022-11-29,"16:01",1.13,0.011,29,11,2022,333
1760,2022-11-29,"16:06",1.13,0.01,29,11,2022,333
1761,2022-11-29,"16:11",1.13,0.011,29,11,2022,333
1762,2022-11-29,"16:16",1.13,0.011,29,11,2022,333
1763,2022-11-29,"16:21",1.13,0.01,29,11,2022,333
1764,2022-11-29,"16:26",1.13,0.011,29,11,2022,333
1765,2022-11-29,"16:31",1.13,0.011,29,11,2022,333
1766,2022-11-29,"16:36",1.13,0.011,29,11,2022,333
1767,2022-11-29,"16:41",1.13,0.01,29,11,2022,333
1768,2022-11-29,"16:46",1.13,0.011,29,11,2022,333
1769,2022-11-29,"16:51",1.06,0.011,29,11,2022,333
1770,2022-11-29,"16:56",1.13,0.011,29,11,2022,333
1771,2022-11-29,"17:01",1.13,0.011,29,11,2022,333
1772,2022-11-29,"17:06",1.06,0.01,29,11,2022,333
1773,2022-11-29,"17:11",1.13,0.011,29,11,2022,333
1774,2022-11-29,"17:16",1.13,0.01,29,11,2022,333
1775,2022-11-29,"17:21",1.06,0.011,29,11,2022,333
1776,2022-11-29,"17:26",1.06,0.011,29,11,2022,333
1777,2022-11-29,"17:31",1.06,0.01,29,11,2022,333
1778,2022-11-29,"17:36",1.13,0.011,29,11,2022,333
1779,2022-11-29,"17:41",1.13,0.011,29,11,2022,333
1780,2022-11-29,"17:46",1.13,0.01,29,11,2022,333
1781,2022-11-29,"17:51",1.13,0.01,29,11,2022,333
1782,2022-11-29,"17:56",1.13,0.011,29,11,2022,333
1783,2022-11-29,"18:01",1.13,0.011,29,11,2022,333
1784,2022-11-29,"18:06",1.13,0.01,29,11,2022,333
1785,2022-11-29,"18:11",1.06,0.011,29,11,2022,333
1786,2022-11-29,"18:16",1.13,0.01,29,11,2022,333
1787,2022-11-29,"18:21",1.13,0.011,29,11,2022,333
1788,2022-11-29,"18:26",1.13,0.011,29,11,2022,333
1789,2022-11-29,"18:31",1.13,0.011,29,11,2022,333
1790,2022-11-29,"18:36",1.13,0.011,29,11,2022,333
1791,2022-11-29,"18:41",1.13,0.011,29,11,2022,333
1792,2022-11-29,"18:46",1.19,0.011,29,11,2022,333
1793,2022-11-29,"18:51",1.19,0.011,29,11,2022,333
1794,2022-11-29,"18:56",1.19,0.011,29,11,2022,333
1795,2022-11-29,"19:01",1.19,0.011,29,11,2022,333
1796,2022-11-29,"19:06",1.19,0.011,29,11,2022,333
1797,2022-11-29,"19:11",1.19,0.01,29,11,2022,333
1798,2022-11-29,"19:16",1.13,0.011,29,11,2022,333
1799,2022-11-29,"19:21",1.19,0.011,29,11,2022,333
1800,2022-11-29,"19:26",1.19,0.01,29,11,2022,333
1801,2022-11-29,"19:31",1.19,0.011,29,11,2022,333
1802,2022-11-29,"19:36",1.13,0.011,29,11,2022,333
1803,2022-11-29,"19:41",1.13,0.011,29,11,2022,333
1804,2022-11-29,"19:46",1.13,0.011,29,11,2022,333
1805,2022-11-29,"19:51",1.19,0.011,29,11,2022,333
1806,2022-11-29,"19:56",1.19,0.01,29,11,2022,333
1807,2022-11-29,"20:01",1.19,0.011,29,11,2022,333
1808,2022-11-29,"20:06",1.19,0.011,29,11,2022,333
1809,2022-11-29,"20:11",1.19,0.011,29,11,2022,333
1810,2022-11-29,"20:16",1.19,0.011,29,11,2022,333
1811,2022-11-29,"20:21",1.19,0.011,29,11,2022,333
1812,2022-11-29,"20:26",1.19,0.011,29,11,2022,333
1813,2022-11-29,"20:31",1.19,0.011,29,11,2022,333
1814,2022-11-29,"20:36",1.19,0.011,29,11,2022,333
1815,2022-11-29,"20:41",1.19,0.01,29,11,2022,333
1816,2022-11-29,"20:46",1.19,0.011,29,11,2022,333
1817,2022-11-29,"20:51",1.19,0.011,29,11,2022,333
1818,2022-11-29,"20:56",1.19,0.011,29,11,2022,333
1819,2022-11-29,"21:01",1.19,0.011,29,11,2022,333
1820,2022-11-29,"21:06",1.19,0.01,29,11,2022,333
1821,2022-11-29,"21:11",1.19,0.01,29,11,2022,333
1822,2022-11-29,"21:16",1.25,0.01,29,11,2022,333
1823,2022-11-29,"21:21",1.25,0.011,29,11,2022,333
1824,2022-11-29,"21:26",1.25,0.011,29,11,2022,333
1825,2022-11-29,"21:31",1.25,0.011,29,11,2022,333
1826,2022-11-29,"21:36",1.19,0.011,29,11,2022,333
1827,2022-11-29,"21:41",1.25,0.011,29,11,2022,333
1828,2022-11-29,"21:46",1.25,0.011,29,11,2022,333
1829,2022-11-29,"21:51",1.25,0.011,29,11,2022,333
1830,2022-11-29,"21:56",1.25,0.011,29,11,2022,333
1831,2022-11-29,"22:01",1.25,0.011,29,11,2022,333
1832,2022-11-29,"22:06",1.25,0.01,29,11,2022,333
1833,2022-11-29,"22:11",1.25,0.011,29,11,2022,333
1834,2022-11-29,"22:16",1.25,0.011,29,11,2022,333
1835,2022-11-29,"22:21",1.25,0.011,29,11,2022,333
1836,2022-11-29,"22:26",1.25,0.011,29,11,2022,333
1837,2022-11-29,"22:31",1.31,0.011,29,11,2022,333
1838,2022-11-29,"22:36",1.31,0.011,29,11,2022,333
1839,2022-11-29,"22:41",1.31,0.011,29,11,2022,333
1840,2022-11-29,"22:46",1.25,0.011,29,11,2022,333
1841,2022-11-29,"22:51",1.31,0.01,29,11,2022,333
1842,2022-11-29,"22:56",1.31,0.011,29,11,2022,333
1843,2022-11-29,"23:01",1.31,0.011,29,11,2022,333
1844,2022-11-29,"23:06",1.25,0.011,29,11,2022,333
1845,2022-11-29,"23:11",1.31,0.011,29,11,2022,333
1846,2022-11-29,"23:16",1.25,0.011,29,11,2022,333
1847,2022-11-29,"23:21",1.25,0.01,29,11,2022,333
1848,2022-11-29,"23:26",1.31,0.011,29,11,2022,333
1849,2022-11-29,"23:31",1.31,0.011,29,11,2022,333
1850,2022-11-29,"23:36",1.31,0.01,29,11,2022,333
1851,2022-11-29,"23:41",1.31,0.011,29,11,2022,333
1852,2022-11-29,"23:46",1.31,0.01,29,11,2022,333
1853,2022-11-29,"23:51",1.31,0.011,29,11,2022,333
1854,2022-11-29,"23:56",1.31,0.011,29,11,2022,333
1855,2022-11-30,"0:01",1.31,0.011,30,11,2022,334
1856,2022-11-30,"0:06",1.31,0.011,30,11,2022,334
1857,2022-11-30,"0:11",1.31,0.011,30,11,2022,334
1858,2022-11-30,"0:16",1.31,0.011,30,11,2022,334
1859,2022-11-30,"0:21",1.31,0.011,30,11,2022,334
1860,2022-11-30,"0:26",1.31,0.011,30,11,2022,334
1861,2022-11-30,"0:31",1.31,0.011,30,11,2022,334
1862,2022-11-30,"0:36",1.31,0.01,30,11,2022,334
1863,2022-11-30,"0:41",1.25,0.011,30,11,2022,334
1864,2022-11-30,"0:46",1.25,0.011,30,11,2022,334
1865,2022-11-30,"0:51",1.19,0.011,30,11,2022,334
1866,2022-11-30,"0:56",1.13,0.011,30,11,2022,334
1867,2022-11-30,"1:01",1.13,0.011,30,11,2022,334
1868,2022-11-30,"1:06",1.13,0.011,30,11,2022,334
1869,2022-11-30,"1:11",1.06,0.011,30,11,2022,334
1870,2022-11-30,"1:16",1.06,0.011,30,11,2022,334
1871,2022-11-30,"1:21",1.06,0.011,30,11,2022,334
1872,2022-11-30,"1:26",1.06,0.011,30,11,2022,334
1873,2022-11-30,"1:31",1.06,0.011,30,11,2022,334
1874,2022-11-30,"1:36",1.06,0.011,30,11,2022,334
1875,2022-11-30,"1:41",1.06,0.011,30,11,2022,334
1876,2022-11-30,"1:46",1.06,0.011,30,11,2022,334
1877,2022-11-30,"1:51",1.13,0.011,30,11,2022,334
1878,2022-11-30,"1:56",1.13,0.011,30,11,2022,334
1879,2022-11-30,"2:01",1.13,0.011,30,11,2022,334
1880,2022-11-30,"2:06",1.13,0.011,30,11,2022,334
1881,2022-11-30,"2:11",1.13,0.01,30,11,2022,334
1882,2022-11-30,"2:16",1.13,0.011,30,11,2022,334
1883,2022-11-30,"2:21",1.13,0.011,30,11,2022,334
1884,2022-11-30,"2:26",1.13,0.011,30,11,2022,334
1885,2022-11-30,"2:31",1.13,0.011,30,11,2022,334
1886,2022-11-30,"2:36",1.13,0.011,30,11,2022,334
1887,2022-11-30,"2:41",1.13,0.011,30,11,2022,334
1888,2022-11-30,"2:46",1.13,0.011,30,11,2022,334
1889,2022-11-30,"2:51",1.13,0.011,30,11,2022,334
1890,2022-11-30,"2:56",1.19,0.011,30,11,2022,334
1891,2022-11-30,"3:01",1.19,0.011,30,11,2022,334
1892,2022-11-30,"3:06",1.19,0.011,30,11,2022,334
1893,2022-11-30,"3:11",1.19,0.011,30,11,2022,334
1894,2022-11-30,"3:16",1.19,0.011,30,11,2022,334
1895,2022-11-30,"3:21",1.13,0.011,30,11,2022,334
1896,2022-11-30,"3:26",1.19,0.011,30,11,2022,334
1897,2022-11-30,"3:31",1.19,0.011,30,11,2022,334
1898,2022-11-30,"3:36",1.19,0.011,30,11,2022,334
1899,2022-11-30,"3:41",1.19,0.011,30,11,2022,334
1900,2022-11-30,"3:46",1.19,0.011,30,11,2022,334
1901,2022-11-30,"3:51",1.19,0.011,30,11,2022,334
1902,2022-11-30,"3:56",1.19,0.011,30,11,2022,334
1903,2022-11-30,"4:01",1.25,0.011,30,11,2022,334
1904,2022-11-30,"4:06",1.25,0.011,30,11,2022,334
1905,2022-11-30,"4:11",1.25,0.011,30,11,2022,334
1906,2022-11-30,"4:16",1.25,0.011,30,11,2022,334
1907,2022-11-30,"4:21",1.31,0.011,30,11,2022,334
1908,2022-11-30,"4:26",1.31,0.011,30,11,2022,334
1909,2022-11-30,"4:31",1.31,0.011,30,11,2022,334
